Story_body,Question,Answer,Story_flow,Story_type,Question_type
Mason entered the lounge. Benjamin entered the lounge. Benjamin likes the orange. James entered the lounge. The potato is in the envelope. The envelope is in the lounge. Benjamin exited the lounge. James moved the potato to the treasure_chest. The treasure_chest is in the lounge.,Where is the potato really?,treasure_chest,"['agent_2_enters', 'enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj']",reality,false_belief
Liam entered the bedroom. Isabella entered the bedroom. Liam likes the jacket. The carrot is in the bottle. The bottle is in the bedroom. Aria entered the workshop. Isabella moved the carrot to the treasure_chest. The treasure_chest is in the bedroom. Liam exited the bedroom.,Where does Isabella think that Liam searches for the carrot?,treasure_chest,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_2_enters', 'agent_1_exits']",second_order_1_no_tom,true_belief
Isla entered the bathroom. Ella loves the cap. William entered the bathroom. The corn is in the treasure_chest. The treasure_chest is in the bathroom. Ella entered the bathroom. Ella likes the sweater. Isla moved the corn to the crate. The crate is in the bathroom. Ella exited the bathroom. William exited the bathroom.,Where will William look for the corn?,crate,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_2_enters', 'agent_1_exits', 'agent_2_exits']",first_order_1_no_tom,true_belief
Lucas entered the office. Isabella entered the office. Hannah entered the office. The underclothes is in the drawer. The drawer is in the office. Isabella exited the office. Hannah moved the underclothes to the envelope. The envelope is in the office. Hannah exited the office. Lucas exited the office. Isabella entered the kitchen.,Where will Isabella look for the underclothes?,drawer,"['agent_2_enters', 'enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj', 'agent_0_exits', 'agent_1_reenters_alt_loc', 'agent_2_exits']",first_order_0_tom,second_order_false_belief
Mila entered the living_room. Mila loves the radish. Aiden entered the living_room. The cherry is in the drawer. The drawer is in the living_room. Aiden moved the cherry to the cupboard. The cupboard is in the living_room. Mila exited the living_room. Aiden loves the pineapple. Aiden exited the living_room. Mila entered the TV_room.,Where is the cherry really?,cupboard,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_alt_loc']",reality,second_order_false_belief
Abigail dislikes the corn. Nathan entered the hall. Hannah entered the hall. Abigail entered the hall. The pants is in the box. The box is in the hall. Hannah loves the broccoli. Nathan exited the hall. Hannah exited the hall. Abigail moved the pants to the basket. The basket is in the hall.,Where was the pants at the beginning?,box,"['agent_2_enters', 'enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_2_exits', 'agent_0_moves_obj']",memory,false_belief
Olivia hates the watermelon. Olivia entered the kitchen. Mia entered the kitchen. The shoes is in the pantry. The pantry is in the kitchen. Mia moved the shoes to the basket. The basket is in the kitchen. Olivia exited the kitchen. Isabella entered the laundry. Isabella exited the laundry. Mia exited the kitchen. Olivia entered the laundry.,Where does Mia think that Olivia searches for the shoes?,basket,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_2_enters', 'agent_2_exits', 'agent_1_reenters_alt_loc']",second_order_1_no_tom,second_order_false_belief
Ava entered the playroom. Isabella entered the porch. Ethan entered the porch. The coat is in the cupboard. The cupboard is in the porch. Isabella likes the radish. Isabella exited the porch. Isabella entered the playroom. Ethan moved the coat to the basket. The basket is in the porch.,Where is the coat really?,basket,"['agent_2_enters', 'enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_1_reenters_alt_loc', 'agent_0_moves_obj']",reality,true_belief
William entered the cellar. Ethan likes the socks. Nathan entered the cellar. Ethan entered the cellar. Ethan hates the pants. The shoes is in the basket. The basket is in the cellar. Nathan moved the shoes to the bottle. The bottle is in the cellar. Ethan exited the cellar. William exited the cellar.,Where does Nathan think that William searches for the shoes?,bottle,"['enter_agent_1', 'enter_agent_0', 'agent_2_enters', 'agent_0_moves_obj', 'agent_1_exits', 'agent_2_exits']",second_order_1_no_tom,true_belief
Benjamin entered the study. William is in the study. The gloves is in the treasure_chest. The treasure_chest is in the study. William exited the study. Benjamin moved the gloves to the suitcase. The suitcase is in the study. Jacob entered the den. Benjamin exited the study. Jacob exited the den. William entered the den.,Where does Benjamin think that William searches for the gloves?,treasure_chest,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj', 'agent_0_exits', 'agent_2_enters', 'agent_1_reenters_alt_loc', 'agent_2_exits']",second_order_0_tom,second_order_false_belief
Ethan entered the pantry. Isabella entered the pantry. The strawberry is in the suitcase. The suitcase is in the pantry. Ethan moved the strawberry to the bathtub. The bathtub is in the pantry. Aria entered the pantry. Isabella exited the pantry.,Where will Isabella look for the strawberry?,bathtub,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_2_enters']",first_order_1_no_tom,true_belief
Lily entered the study. Aria entered the study. The peach is in the bucket. The bucket is in the study. Aria exited the study. Alexander likes the cucumber. Lily moved the peach to the pantry. The pantry is in the study.,Where will Aria look for the peach?,bucket,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj']",first_order_1_tom,false_belief
Alexander entered the living_room. Carter entered the living_room. William entered the living_room. Alexander exited the living_room. The coat is in the bottle. The bottle is in the living_room. William exited the living_room. Carter moved the coat to the cupboard. The cupboard is in the living_room. Alexander likes the strawberry. Carter exited the living_room. William entered the front_yard.,Where is the coat really?,cupboard,"['agent_2_enters', 'enter_agent_0', 'enter_agent_1', 'agent_2_exits', 'agent_1_exits', 'agent_0_moves_obj', 'agent_0_exits', 'agent_1_reenters_alt_loc']",reality,second_order_false_belief
Mason entered the sunroom. Jack entered the sunroom. The plum is in the container. The container is in the sunroom. Mason exited the sunroom. Emily entered the pantry. Jack moved the plum to the bathtub. The bathtub is in the sunroom. Emily exited the pantry. Jack exited the sunroom. Mason entered the sunroom.,Where does Mason think that Jack searches for the plum?,container,"['enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj', 'agent_2_enters', 'agent_0_exits', 'agent_2_exits', 'agent_1_reenters_loc']",second_order_0_tom,second_order_false_belief
Emma entered the hall. Jackson likes the sweatshirt. Ava entered the hall. Jackson is in the hall. The cherry is in the box. The box is in the hall. Jackson exited the hall. Ava moved the cherry to the suitcase. The suitcase is in the hall.,Where was the cherry at the beginning?,box,"['agent_2_enters', 'enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj']",memory,false_belief
Ella entered the kitchen. Emily entered the kitchen. The dress is in the crate. The crate is in the kitchen. Emily exited the kitchen. Ella moved the dress to the box. The box is in the kitchen. Evelyn entered the master_bedroom. Ella exited the kitchen. Emily entered the master_bedroom.,Where is the dress really?,box,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj', 'agent_0_exits', 'agent_2_enters', 'agent_1_reenters_alt_loc']",reality,second_order_false_belief
Logan entered the back_yard. Isabella loves the green_pepper. Isabella entered the back_yard. The onion is in the container. The container is in the back_yard. Logan exited the back_yard. Isabella moved the onion to the basket. The basket is in the back_yard. Ella entered the back_yard. Ella exited the back_yard. Logan entered the back_yard.,Where is the onion really?,basket,"['enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj', 'agent_1_reenters_loc', 'agent_2_enters', 'agent_2_exits']",reality,false_belief
Jack entered the kitchen. Benjamin entered the kitchen. The plum is in the cupboard. The cupboard is in the kitchen. Jack moved the plum to the basket. The basket is in the kitchen. Benjamin exited the kitchen. Jack exited the kitchen. Benjamin entered the kitchen.,Where does Jack think that Benjamin searches for the plum?,basket,"['enter_agent_0', 'enter_agent_1', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_loc']",second_order_0_no_tom,second_order_false_belief
Abigail entered the attic. Ethan entered the attic. Elizabeth entered the attic. Elizabeth dislikes the corn. The lettuce is in the container. The container is in the attic. Elizabeth moved the lettuce to the drawer. The drawer is in the attic. Ethan exited the attic. Elizabeth exited the attic. Abigail exited the attic. Abigail dislikes the peach. Ethan entered the attic.,Where does Elizabeth think that Ethan searches for the lettuce?,drawer,"['agent_2_enters', 'enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits', 'agent_0_exits', 'agent_1_reenters_loc', 'agent_2_exits']",second_order_1_no_tom,second_order_false_belief
Abigail entered the playroom. William entered the playroom. The cucumber is in the basket. The basket is in the playroom. William exited the playroom. Isla entered the playroom. Abigail moved the cucumber to the treasure_chest. The treasure_chest is in the playroom. Isla exited the playroom. William entered the playroom.,Where will William look for the cucumber?,treasure_chest,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj', 'agent_2_enters', 'agent_1_reenters_loc', 'agent_2_exits']",first_order_1_no_tom,false_belief
James dislikes the pants. James entered the workshop. Ella entered the workshop. The peas is in the pantry. The pantry is in the workshop. Ella exited the workshop. Ella entered the workshop. James moved the peas to the envelope. The envelope is in the workshop.,Where is the peas really?,envelope,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_1_reenters_loc', 'agent_0_moves_obj']",reality,true_belief
Avery entered the master_bedroom. Sophia entered the master_bedroom. The onion is in the envelope. The envelope is in the master_bedroom. Avery dislikes the plum. Avery exited the master_bedroom. Sophia moved the onion to the bucket. The bucket is in the master_bedroom.,Where does Avery think that Sophia searches for the onion?,envelope,"['enter_agent_1', 'enter_agent_0', 'agent_1_exits', 'agent_0_moves_obj']",second_order_0_tom,false_belief
Ethan entered the hallway. Mila entered the hallway. The lemon is in the crate. The crate is in the hallway. Mila exited the hallway. Ethan moved the lemon to the cupboard. The cupboard is in the hallway. Benjamin likes the tie. Benjamin entered the hallway. Mila hates the socks.,Where will Mila look for the lemon?,crate,"['enter_agent_0', 'enter_agent_1', 'agent_1_exits', 'agent_0_moves_obj', 'agent_2_enters']",first_order_1_tom,false_belief
Oliver entered the cellar. Alexander entered the cellar. Chloe entered the cellar. The underclothes is in the suitcase. The suitcase is in the cellar. Oliver exited the cellar. Alexander moved the underclothes to the envelope. The envelope is in the cellar.,Where will Oliver look for the underclothes?,suitcase,"['enter_agent_1', 'enter_agent_0', 'agent_2_enters', 'agent_1_exits', 'agent_0_moves_obj']",first_order_0_tom,false_belief
Isla entered the garden. Isabella entered the garden. Isla loves the pants. The jeans is in the drawer. The drawer is in the garden. Isabella moved the jeans to the treasure_chest. The treasure_chest is in the garden. Jackson entered the basement. Isla exited the garden. Isla entered the garden.,Where will Isla look for the jeans?,treasure_chest,"['enter_agent_1', 'enter_agent_0', 'agent_0_moves_obj', 'agent_1_exits', 'agent_2_enters', 'agent_1_reenters_loc']",first_order_0_no_tom,true_belief
